,scenario_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type,strategy
471,21,p360,37.3024,4.376,20.6435,31.6644,1.570917964121615,2.278231096066718,120.0,84.0,1,1
472,21,p372,34.154,3.8571,16.8224,31.975,1.7748168722434436,2.0516361406838883,127.0,87.0,1,1
473,21,p373,35.9076,2.5701,18.7976,25.0761,1.5490550990846002,1.8474485629659922,129.0,87.0,1,1
474,21,p379,35.3543,4.9477,25.5143,30.8999,1.4514703855056776,1.8521716541082422,129.0,91.0,1,1
475,21,p380,36.1248,2.8771,20.979,28.6886,1.3849059498752976,1.96432220162313,129.0,91.0,1,1
476,21,p388,35.5101,4.2328,21.8606,28.5639,1.5861171488890724,1.9819097530405345,129.0,94.0,1,1
477,21,p389,38.1083,4.2295,27.0069,24.8339,1.2488834092900747,1.5468658267578783,129.0,94.0,1,1
478,21,p390,38.0382,3.3976,26.6901,23.964000000000002,1.2672331513971689,1.564193352878666,129.0,94.0,1,1
479,21,p391,35.7809,2.99,23.0693,30.0485,1.5622779266186924,2.1303772276268846,129.0,94.0,1,1
480,21,p394,36.6364,4.3796,25.7477,23.7464,1.2743318327657047,1.6678427107537002,129.0,97.0,1,1
481,22,v0,29.9863,10.707,5.5127,16.867,3.7988,3.5196376250675057,33.0,14.0,2,1
482,22,p0,20.8487,11.0375,19.9918,26.2778,1.467876977133983,1.7257740113966862,34.0,14.0,1,1
483,22,p1,20.6545,12.7151,19.6602,26.2047,1.679566521457248,1.848123716658766,30.0,14.0,1,1
484,22,p2,15.9966,10.8576,12.4447,25.2933,1.346251633239492,1.6230247069754125,35.0,14.0,1,1
485,22,p3,16.5942,11.0567,12.9968,25.5591,1.3889126682408797,1.6221409190796106,35.0,14.0,1,1
486,22,p4,19.7027,13.0765,18.4716,26.1632,1.556083834502499,1.744472985746147,31.0,14.0,1,1
487,22,p7,18.2193,14.5537,17.741,26.2475,1.605885985990288,1.7845557155442653,29.0,14.0,1,1
488,22,p8,18.8671,14.7231,18.3827,26.2613,1.5633474629780804,1.8032974575335394,29.0,14.0,1,1
489,22,p9,17.6673,12.8785,14.5344,25.504,1.153731415884997,1.4517163419791068,35.0,14.0,1,1
490,22,p10,17.2025,12.6882,14.0408,25.3425,1.1484473779847295,1.4054730480622122,35.0,14.0,1,1
491,22,p11,14.4323,13.3857,11.7445,26.1282,1.5895328873603087,1.7229465859674935,31.0,14.0,1,1
